Entity,Event,OrdStartLoc,PatStartLoc,Dest,Time
Orderly9,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 13:55:04
Orderly2,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 13:56:32
Orderly3,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 13:57:03
Orderly3,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 13:57:09
Orderly3,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 13:57:47
Orderly9,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 13:59:16
Orderly8,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 13:59:24
Orderly1,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:00:01
Orderly1,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:00:15
Orderly8,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 14:01:43
Orderly6,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:02:49
Orderly4,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:05:18
Orderly3,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 14:06:20
Orderly6,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:07:11
Orderly3,PatientTransit.start-wait-task,None,None,None,08/01/2022 14:08:34
Orderly6,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:08:42
Orderly5,PatientTransit.orderly-to-patient-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:12:29
Orderly8,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 14:13:35
Orderly7,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:14:06
Orderly4,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:14:43
Orderly6,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:16:10
Orderly4,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:16:14
Orderly2,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 14:16:32
Orderly9,PatientTransit.orderly-to-patient-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:18:00
Orderly5,PatientTransit.pickup-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:19:02
Orderly9,PatientTransit.pickup-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:19:14
Orderly7,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:19:24
Orderly7,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:20:05
Orderly1,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 14:20:15
Orderly9,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:21:34
Orderly5,PatientTransit.travel-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:22:21
Orderly8,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 14:25:12
Orderly7,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:25:58
Orderly3,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:26:41
Orderly6,PatientTransit.orderly-to-patient-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:27:12
Orderly3,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:27:30
Orderly7,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:27:30
Orderly6,PatientTransit.pickup-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:27:50
Orderly6,PatientTransit.travel-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:30:02
Orderly3,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:31:19
Orderly2,PatientTransit.start-wait-task,None,None,None,08/01/2022 14:32:27
Orderly6,PatientTransit.dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:33:37
Orderly5,PatientTransit.dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:33:58
Orderly3,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:34:03
Orderly1,PatientTransit.start-wait-task,None,None,None,08/01/2022 14:34:30
Orderly8,PatientTransit.orderly-to-patient-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:34:38
Orderly8,PatientTransit.pickup-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:37:44
Orderly6,PatientTransit.wait-dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:37:51
Orderly8,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:39:09
Orderly5,PatientTransit.wait-dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:39:22
Orderly3,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:39:26
Orderly7,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 14:47:30
Orderly7,PatientTransit.start-wait-task,None,None,None,08/01/2022 14:51:30
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:52:27
Orderly4,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 14:52:33
Orderly2,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:52:49
Orderly9,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:54:40
Orderly2,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:54:58
Orderly1,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:55:50
Orderly9,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 14:56:11
Orderly6,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 14:57:51
Orderly1,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 14:58:38
Orderly5,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 14:59:22
Orderly3,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 14:59:26
Orderly6,PatientTransit.start-wait-task,None,None,None,08/01/2022 14:59:28
Orderly5,PatientTransit.start-wait-task,None,None,None,08/01/2022 14:59:40
Orderly4,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 15:00:06
Orderly8,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 15:00:13
Orderly7,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:01:08
Orderly9,PatientTransit.orderly-to-patient-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 15:01:49
Orderly7,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:02:42
Orderly7,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:03:16
Orderly2,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:03:59
Orderly8,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 15:06:10
Orderly1,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:06:19
Orderly9,PatientTransit.pickup-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 15:06:44
Orderly6,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:09:44
Orderly7,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:09:49
Orderly5,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:11:07
Orderly5,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:11:16
Orderly3,PatientTransit.start-wait-task,None,None,None,08/01/2022 15:11:46
Orderly7,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:13:18
Orderly9,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 15:14:31
Orderly5,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:15:09
Orderly2,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:15:13
Orderly6,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:19:10
Orderly4,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 15:20:06
Orderly8,PatientTransit.orderly-to-patient-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 15:20:36
Orderly4,PatientTransit.start-wait-task,None,None,None,08/01/2022 15:21:00
Orderly6,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:21:59
Orderly8,PatientTransit.pickup-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 15:22:56
Orderly5,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:24:13
Orderly8,PatientTransit.travel-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 15:24:34
Orderly9,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 15:25:29
Orderly6,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:27:51
Orderly9,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 15:28:52
Orderly6,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:31:20
Orderly7,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 15:33:18
Orderly2,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 15:35:13
Orderly2,PatientTransit.start-wait-task,None,None,None,08/01/2022 15:35:52
Orderly7,PatientTransit.start-wait-task,None,None,None,08/01/2022 15:37:22
Orderly5,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:38:55
Orderly3,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:39:21
Orderly9,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 15:48:52
Orderly4,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:49:02
Orderly9,PatientTransit.start-wait-task,None,None,None,08/01/2022 15:49:17
Orderly3,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:50:24
Orderly3,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:50:56
Orderly6,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 15:51:20
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:51:47
Orderly4,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:52:58
Orderly8,PatientTransit.dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 15:53:41
Orderly3,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:54:56
Orderly4,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:58:09
Orderly6,PatientTransit.start-wait-task,None,None,None,08/01/2022 15:58:15
Orderly2,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:58:37
Orderly5,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 15:58:55
Orderly3,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 15:58:59
Orderly4,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 15:59:40
Orderly8,PatientTransit.wait-dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 16:00:24
Orderly5,PatientTransit.start-wait-task,None,None,None,08/01/2022 16:01:07
Orderly4,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 16:03:14
Orderly2,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 16:07:19
Orderly1,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:13:54
Orderly2,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 16:17:28
Orderly1,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:18:41
Orderly3,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 16:18:59
Orderly8,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 16:20:24
Orderly7,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:20:35
Orderly3,PatientTransit.start-wait-task,None,None,None,08/01/2022 16:21:48
Orderly7,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:22:38
Orderly2,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 16:22:43
Orderly4,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 16:23:14
Orderly8,PatientTransit.start-wait-task,None,None,None,08/01/2022 16:25:31
Orderly7,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:25:48
Orderly9,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 16:26:20
Orderly4,PatientTransit.start-wait-task,None,None,None,08/01/2022 16:31:15
Orderly6,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:37:14
Orderly5,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:37:15
Orderly1,PatientTransit.orderly-to-patient-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 16:38:12
Orderly6,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:38:12
Orderly1,PatientTransit.pickup-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 16:40:19
Orderly5,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:40:33
Orderly7,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:40:36
Orderly6,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:41:39
Orderly2,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 16:42:43
Orderly3,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:44:44
Orderly1,PatientTransit.travel-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 16:45:30
Orderly1,PatientTransit.dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 16:47:09
Orderly3,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:47:35
Orderly8,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 16:48:02
Orderly1,PatientTransit.wait-dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 16:48:07
Orderly2,PatientTransit.start-wait-task,None,None,None,08/01/2022 16:49:09
Orderly5,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:49:44
Orderly8,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 16:50:48
Orderly3,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:53:44
Orderly8,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 16:54:38
Orderly4,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 16:58:23
Orderly7,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:05:37
Orderly1,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 17:08:07
Orderly4,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:08:15
Orderly4,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:08:37
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:11:16
Orderly4,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:11:23
Orderly2,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:11:54
Orderly4,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:12:28
Orderly3,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:12:40
Orderly5,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:13:13
Orderly5,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:13:38
Orderly6,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:13:41
Orderly7,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 17:13:49
Orderly1,PatientTransit.start-wait-task,None,None,None,08/01/2022 17:14:00
Orderly2,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:15:12
Orderly3,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:16:04
Orderly8,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 17:19:31
Orderly8,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 17:21:53
Orderly7,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 17:21:59
Orderly4,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 17:24:41
Orderly7,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 17:26:56
Orderly5,PatientTransit.orderly-to-patient-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 17:27:02
Orderly5,PatientTransit.pickup-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 17:27:29
Orderly6,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:29:41
Orderly7,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 17:30:38
Orderly7,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 17:30:42
Orderly2,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:33:16
Orderly4,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 17:33:26
Orderly5,PatientTransit.travel-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 17:35:34
Orderly3,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 17:36:04
Orderly2,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:36:33
Orderly3,PatientTransit.start-wait-task,None,None,None,08/01/2022 17:37:25
Orderly8,PatientTransit.start-base-travel,ED_Submodel,None,OrderlyBase,08/01/2022 17:41:53
Orderly4,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 17:42:40
Orderly8,PatientTransit.start-wait-task,None,None,None,08/01/2022 17:42:57
Orderly9,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 17:44:48
Orderly9,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 17:45:32
Orderly1,PatientTransit.orderly-to-patient-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 17:45:39
Orderly6,PatientTransit.orderly-to-patient-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 17:46:38
Orderly6,PatientTransit.pickup-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 17:46:40
Orderly1,PatientTransit.pickup-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 17:48:51
Orderly6,PatientTransit.travel-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 17:49:16
Orderly7,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 17:50:42
Orderly1,PatientTransit.travel-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 17:52:19
Orderly2,PatientTransit.start-base-travel,Wards_Submodel,None,OrderlyBase,08/01/2022 17:56:33
Orderly3,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:56:51
Orderly8,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:57:43
Orderly7,PatientTransit.start-wait-task,None,None,None,08/01/2022 17:57:59
Orderly8,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 17:58:34
Orderly6,PatientTransit.dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 17:59:45
Orderly5,PatientTransit.dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 17:59:51
Orderly7,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:00:30
Orderly4,PatientTransit.dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:00:37
Orderly2,PatientTransit.start-wait-task,None,None,None,08/01/2022 18:01:58
Orderly2,PatientTransit.orderly-to-patient-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:03:11
Orderly6,PatientTransit.wait-dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:03:11
Orderly6,PatientTransit.orderly-to-patient-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:03:12
Orderly2,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:03:14
Orderly4,PatientTransit.wait-dropoff-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:03:43
Orderly7,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:04:37
Orderly5,PatientTransit.wait-dropoff-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:04:52
Orderly4,PatientTransit.orderly-to-patient-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:05:05
Orderly2,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:06:03
Orderly8,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:08:18
Orderly4,PatientTransit.pickup-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:09:02
Orderly1,PatientTransit.dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 18:11:32
Orderly5,PatientTransit.orderly-to-patient-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:12:57
Orderly5,PatientTransit.pickup-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:14:45
Orderly3,PatientTransit.pickup-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:14:49
Orderly7,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:15:37
Orderly3,PatientTransit.travel-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:16:29
Orderly5,PatientTransit.travel-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:16:41
Orderly1,PatientTransit.wait-dropoff-start,OrderlyBase,Wards_Submodel,ED_Submodel,08/01/2022 18:18:04
Orderly1,PatientTransit.orderly-to-patient-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:18:04
Orderly4,PatientTransit.travel-start,Wards_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:19:06
Orderly7,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:21:44
Orderly1,PatientTransit.pickup-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:23:00
Orderly7,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:23:15
Orderly5,PatientTransit.dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:25:08
Orderly5,PatientTransit.wait-dropoff-start,ED_Submodel,ED_Submodel,Wards_Submodel,08/01/2022 18:25:53
Orderly3,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:28:12
Orderly1,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:29:21
Orderly6,PatientTransit.pickup-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:29:37
Orderly3,PatientTransit.wait-dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:32:19
Orderly6,PatientTransit.travel-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:32:41
Orderly6,PatientTransit.dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:33:25
Orderly2,PatientTransit.dropoff-start,OrderlyBase,ED_Submodel,Wards_Submodel,08/01/2022 18:35:15
Orderly6,PatientTransit.wait-dropoff-start,ED_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:37:43
Orderly7,PatientTransit.orderly-to-patient-start,Wards_Submodel,Wards_Submodel,ED_Submodel,08/01/2022 18:37:46
